ID,predvyber2000_ANO,vodni_nadrz_rozloha,delka_vrstevnic
31456,1,278478.38,116077.18
31457,1,414162.35,146466.21
31459,1,372949.74,194045.45
31511,1,376598.61,231099.43
31512,1,497227.29,243995.97
31513,1,254049.32,271419.5
31560,1,104911.47,114791.24
31597,1,499178.59,105207.54
31618,1,322785.57,166440.8
31626,1,387528.18,208221.32
31628,1,282088.92,255091.96
31767,1,299939.45,280916.52
31807,1,609063.97,206527.31
31885,1,344514.67,130319.38
31916,1,673148.13,136363.37
31917,1,631327.69,152867.52
32013,1,584980.4,218033.49
32022,1,503946.03,260195.16
32180,1,429872.98,396450.55
32192,1,130325.73,155944.39
32275,1,229898.77,264168.24
32276,1,310729.54,225867.02
32302,1,439623.82,272592.2
32308,1,1378873.5,129873.16
32314,1,945127.52,287391.04
32320,1,310504.9,218089.07
32322,1,1160798.13,115951.83
32332,1,994863.08,204939.5
32355,1,336806.95,210650.66
32357,1,392861.02,116381.08
32371,1,255546.33,333712.94
32377,1,336546.54,130678.42
32430,1,280096.99,197387.82
32460,1,241007.35,177375.24
32541,1,207842.0,257730.69
32549,1,407974.19,209521.92
32551,1,1009258.74,205952.33
32552,1,192973.6,222676.8
32576,1,260672.66,144087.63
32584,1,1008851.18,152227.02
32585,1,565954.58,149510.33
32586,1,958153.25,121960.38
32587,1,513584.66,136426.32
32614,1,628867.56,162869.4
32620,1,1140302.72,113949.14
32621,1,396938.66,134460.22
32633,1,203359.46,381510.59
32650,1,1515239.5,120874.33
32651,1,371515.27,168887.13
32652,1,602093.19,139380.26
32654,1,914908.54,100040.91
32657,1,450215.07,201069.59
32662,1,780360.79,165023.13
32684,1,439616.5,368690.11
32690,1,188373.58,168959.01
32692,1,1013720.56,171940.73
32703,1,285791.65,183711.24
32708,1,169261.38,137223.2
32727,1,201327.53,318758.84
32730,1,623469.09,294935.8
32737,1,216267.34,136541.95
32740,1,254700.39,218347.58
32741,1,317869.82,255662.99
32766,1,1432606.86,165247.93
32767,1,234448.53,183569.59
32772,1,962938.69,120836.86
32778,1,238441.02,313377.2
32784,1,419319.93,214626.85
32813,1,234438.5,204017.59
32814,1,289196.51,259394.25
32815,1,718605.4,218670.53
32816,1,625933.76,292795.02
32820,1,1016019.61,115388.93
32825,1,454317.2,280486.56
32831,1,667369.6,164372.81
32853,1,1174941.05,255941.12
32856,1,217237.61,205630.7
32857,1,497303.32,134111.47
32860,1,330357.4,129641.2
32898,1,857945.19,206617.94
32899,1,693962.6,168836.93
32901,1,268661.51,191460.36
32907,1,299684.75,138198.15
32908,1,481564.8,181314.59
32914,1,449929.38,180895.68
32973,1,314669.92,192048.53
32976,1,387865.07,212881.86
32993,1,168312.72,103552.56
33005,1,215663.77,196726.27
33010,1,267418.04,245161.91
33014,1,218327.72,256089.93
33021,1,778737.67,512960.63
33049,1,534789.05,149864.05
33050,1,550238.35,141119.88
33108,1,185809.37,100799.32
33117,1,413909.85,228610.61
33118,1,331076.33,289246.91
33146,1,687198.35,149372.04
33156,1,538781.5,287539.34
33187,1,444114.24,125751.79
33205,1,657542.56,200279.25
33206,1,236122.64,286495.19
33240,1,863040.54,339429.27
33249,1,297123.34,251204.24
33294,1,1351615.26,164765.23
33311,1,257072.03,176345.09
33324,1,441558.51,135825.18
33325,1,303147.59,138904.56
33353,1,249873.49,133750.54
33358,1,1075629.9,222245.69
33361,1,234662.04,302093.82
33400,1,339212.52,168553.66
33402,1,377319.7,214789.69
33410,1,236964.58,629824.51
33416,1,906794.37,118003.09
33432,1,827560.03,147594.26
33444,1,219215.61,142124.54
33472,1,265543.99,161019.31
33495,1,460748.4,434019.54
33505,1,1111530.1,140462.69
33506,1,577912.65,150069.66
33536,1,100263.11,138771.94
33537,1,263258.21,124596.38
33574,1,169377.9,103368.53
33602,1,1143447.3,186290.83
33607,1,421282.51,145592.82
33609,1,507959.55,170781.89
33662,1,327904.98,253554.63
33663,1,336427.16,224229.09
33664,1,446463.96,268448.66
33730,1,413888.03,135724.79
33776,1,669127.43,549467.32
33920,1,218237.03,251149.5
33922,1,272187.32,251715.43
33963,1,600049.08,234335.59
33964,1,492681.89,219125.38
34003,1,337527.39,117334.33
34041,1,426834.71,123610.13
34069,1,274265.55,119022.66
34071,1,1072787.95,128501.0
34173,1,240614.3,373296.38
34197,1,229670.96,116309.89
34254,1,124328.57,121822.85
34255,1,305230.59,194776.37
34313,1,133246.8,176653.76
34342,1,132437.28,154136.39
34423,1,478438.96,203247.06
