ID,predvyber_ANO
32853,1
32856,1
32857,1
32860,1
32898,1
32899,1
32901,1
32907,1
32908,1
32914,1
32951,1
32967,1
32973,1
32976,1
32993,1
33005,1
33010,1
33014,1
33021,1
33049,1
33050,1
33108,1
33117,1
33118,1
33138,1
33146,1
33156,1
33185,1
33187,1
33205,1
33206,1
33240,1
33249,1
33291,1
33294,1
33311,1
33324,1
33325,1
33346,1
33353,1
33358,1
33361,1
33389,1
33400,1
33402,1
33410,1
33416,1
33432,1
33444,1
33472,1
33476,1
33495,1
33505,1
33506,1
33536,1
33537,1
33574,1
33575,1
33577,1
33579,1
33580,1
33602,1
33607,1
33609,1
33662,1
33663,1
33664,1
33687,1
33689,1
33712,1
33730,1
33756,1
33770,1
33776,1
33801,1
33802,1
33803,1
33811,1
33828,1
33892,1
33920,1
33922,1
33923,1
33950,1
33963,1
33964,1
33984,1
34003,1
34019,1
34021,1
34022,1
34023,1
34040,1
34041,1
34043,1
34052,1
34062,1
34069,1
34071,1
34073,1
34074,1
34154,1
34173,1
34180,1
34197,1
34221,1
34253,1
34254,1
34255,1
34313,1
34342,1
34343,1
34344,1
34423,1
