ID,zeleznice_delka,vrstevnice_pocet,vodni_plohy_rozloha,dibA02_delka,relief_rozloha,zastavba_rozloha
22869,7966.28,17.0,1190889.01,12963.34,386040.8,3284405.67
22870,20577.57,16.0,758190.06,15366.29,400144.08,7026230.94
22871,4052.46,41.0,57504.19,20753.68,0.0,1187233.66
22872,351.41,53.0,17143.79,15139.78,0.0,1242691.19
22873,4234.29,22.0,456635.91,20032.07,0.0,1152016.64
22874,1553.83,32.0,187398.25,26710.49,387.96,394636.8
22875,4241.54,119.0,42960.07,23385.09,0.0,1074861.18
22876,3181.13,162.0,33399.52,16775.58,2825.21,1306104.59
22877,3237.03,211.0,2576.07,10282.57,10614.97,771280.78
22878,1300.05,277.0,3049.87,12547.73,6194.97,650475.49
22879,4399.28,210.0,24519.36,22845.43,0.0,973960.54
22880,4602.92,369.0,54497.62,11360.23,2.0,394452.62
22881,2317.54,281.0,116327.74,22618.16,0.0,1113657.79
22882,3241.26,185.0,62865.19,18931.36,22354.28,774529.25
22883,827.41,150.0,21326.72,16176.36,34740.58,327840.41
22884,5209.07,157.0,298.15,17473.38,4647.76,532542.9
22885,5199.28,67.0,11801.14,20399.22,0.0,586283.2
22887,8072.12,180.0,92858.62,13094.24,0.0,375820.6
22888,5791.77,130.0,71630.05,8689.0,0.0,808792.94
22889,25964.61,77.0,777201.19,6815.13,0.0,4734365.65
22890,1753.9,27.0,4662118.91,2422.47,87827.94,1148876.12
22891,5708.19,334.0,114618.03,13038.07,21741.46,448188.44
22892,2431.76,299.0,1149339.07,12028.41,14560.26,236258.45
22893,6328.47,185.0,128893.89,10823.86,48930.56,931015.98
22894,3761.38,188.0,64614.47,6289.19,73740.33,162964.29
22895,9301.97,128.0,339509.31,18414.14,18.98,556828.19
22896,4504.94,112.0,567261.26,12184.19,27.98,1040946.34
22897,1220.87,123.0,234784.05,10577.24,4332.02,379960.38
22898,3486.5,96.0,6261.22,15812.6,9667.5,514298.76
22899,7360.46,70.0,39826.34,11441.01,0.0,957725.39
22900,13380.22,153.0,27762.65,17422.8,25161.08,2939487.37
22901,3728.55,135.0,41613.48,21528.87,28710.74,1184845.73
22902,2198.65,72.0,78698.75,11353.37,4797.91,2065723.29
22904,10939.92,53.0,220487.56,7291.01,0.0,2121774.6
22905,7364.68,38.0,202452.23,7659.19,291.14,3346379.81
22906,6012.29,145.0,159345.97,10415.16,155505.18,6488545.33
22907,13325.95,194.0,708557.8,923.22,1217.76,11492616.2
22908,53665.92,95.0,743260.01,0.0,3311.62,10777861.08
22909,42442.75,112.0,141831.53,701.61,0.0,8540448.65
22910,11269.53,45.0,453826.84,13248.07,24962.21,4341240.39
22911,11843.17,58.0,127302.73,13474.07,11534.92,3432593.85
22912,4048.81,23.0,17657.93,7174.04,0.0,3709562.06
22913,2276.29,74.0,39447.79,17600.56,2937.47,1812016.04
22914,4352.15,44.0,7193.56,10397.02,3435.28,739684.96
22915,5347.22,66.0,56603.48,11268.94,0.0,1695419.26
22916,6023.82,59.0,53856.82,7280.52,17994.01,1510615.21
22917,4448.77,41.0,29287.61,8180.8,3005.8,999803.7
22918,9800.04,40.0,57481.98,3671.32,0.0,2037408.65
22919,16262.1,13.0,98731.97,3393.56,6821.85,793368.82
22920,6748.48,11.0,86629.39,1248.86,0.0,989856.21
22921,13301.3,9.0,742370.15,5301.73,74741.74,1173126.07
22922,1440.53,22.0,1910803.17,17218.28,1280.45,1322150.77
22923,9201.34,26.0,1861911.42,10504.68,0.0,1131487.04
22924,4482.21,86.0,31614.49,15648.82,0.0,1263675.29
22925,11367.15,40.0,174086.9,17978.03,0.0,1430507.93
22926,3239.29,42.0,169293.99,21212.85,0.0,1102055.35
22927,5516.14,212.0,207990.69,13817.73,78510.09,1547602.43
22928,5436.12,316.0,147503.43,10094.82,75009.41,837540.89
22929,4596.57,165.0,150784.38,14737.22,6506.94,696895.8
22930,3636.19,139.0,197032.04,9517.25,17394.15,3179942.56
22931,7028.17,348.0,3909.99,20343.23,29963.79,456341.8
22932,7090.83,121.0,59216.3,18395.0,0.0,1251739.06
22933,1827.73,223.0,17640.53,25496.42,0.0,83538.62
22934,4293.12,355.0,71855.95,18130.01,0.0,232267.32
22935,8250.77,415.0,102276.46,12876.98,24689.29,818170.13
22936,3624.64,424.0,18721.72,18733.23,8723.51,310945.71
22937,5188.98,371.0,76402.73,19774.16,2.0,853513.42
22938,1541.76,238.0,42539.51,9074.47,0.0,313419.84
22939,4767.94,316.0,109871.06,13004.76,7972.0,486927.15
22940,1035.05,156.0,59860.82,9529.73,0.44,604945.16
22941,5044.91,170.0,69684.5,10895.26,0.0,1005619.13
22942,869.48,140.0,14198.51,9700.52,1556.71,491387.5
22943,1740.16,71.0,2394047.33,7449.22,20016.04,1095381.07
22944,15286.32,78.0,306733.64,8095.76,0.0,2490677.47
22945,3726.41,14.0,205380.44,3215.62,3675.49,400837.99
22946,1211.33,72.0,327340.69,10987.94,3290.36,732485.42
22947,5290.82,239.0,62989.04,13300.61,2191.81,329060.0
22948,5747.86,109.0,15217.18,13489.72,0.0,354282.54
22949,3539.79,103.0,48503.49,7036.48,0.0,742672.1
22950,6078.1,119.0,29150.12,9856.7,47648.23,409203.21
22951,4378.6,118.0,45864.38,13044.4,224447.94,855175.82
22952,7446.73,168.0,50873.55,8291.25,55712.56,336236.29
22953,1545.29,92.0,190358.23,13872.14,13589.61,637150.75
22954,3422.45,142.0,36379.89,10523.57,54362.24,226670.84
22955,4179.45,56.0,33376.23,17026.01,0.0,626216.51
22956,3525.91,67.0,38551.1,11150.7,0.0,646987.37
22957,7414.78,54.0,19829.78,12875.77,5239.28,411149.87
22958,8933.53,82.0,75816.78,12010.4,0.0,1948995.27
22959,1192.7,61.0,146029.84,12743.17,0.0,887044.4
22960,170.75,63.0,58693.65,7520.56,0.0,142842.52
22961,2293.49,111.0,87822.18,12991.53,5317.47,1948643.61
22962,4155.97,39.0,54282.04,8087.26,30081.23,2761325.66
22963,5899.29,64.0,648307.04,9326.49,118861.87,1699163.37
22964,7344.72,37.0,13797.59,9618.86,2265.16,2612905.96
22965,12862.04,43.0,24540.87,4582.13,3121.14,4732882.5
22966,5836.51,49.0,15292.62,11369.78,1081.42,1790550.59
22967,2222.56,30.0,33028.23,10662.36,0.0,1936887.05
22968,6147.95,142.0,843072.03,7175.47,132249.74,7602643.63
22969,12242.99,65.0,468291.79,0.0,38774.11,8285266.04
22970,12313.39,58.0,2862.29,836.01,0.0,5628682.46
22971,8393.52,29.0,50376.72,4271.84,0.0,3279982.61
22972,5241.48,35.0,16275.57,1487.14,0.0,2812827.5
22973,7231.9,21.0,25262.23,10355.86,25158.17,2016191.76
22974,6974.89,43.0,10279.45,3803.49,0.0,1217028.86
22975,2924.72,40.0,13816.74,10809.22,13983.11,1401251.77
22976,1737.16,27.0,34392.41,2873.2,0.0,645680.61
22977,6096.58,24.0,34388.57,4726.63,5752.71,1773854.33
22978,3081.27,5.0,83768.57,5749.49,0.0,837465.31
22979,2455.09,4.0,83209.51,5822.9,0.0,757990.08
22980,2985.54,15.0,909741.62,3199.15,0.0,2462572.59
22981,6322.28,9.0,584573.41,1125.93,5877.75,1259574.47
22982,4864.13,31.0,116969.85,5471.62,0.0,963936.42
22983,1433.51,28.0,894906.48,3333.87,0.0,857485.8
22984,3768.56,41.0,733084.0,6296.5,0.0,251353.82
22985,1945.26,23.0,679632.73,2410.53,3953.57,1281349.8
22986,4394.26,13.0,1055863.1,15255.29,0.0,967739.35
22987,7904.84,19.0,489284.01,7034.65,216438.4,2035417.29
22988,4808.54,29.0,398338.92,20573.63,0.0,923798.51
22989,5654.12,44.0,202857.7,15043.38,0.0,736176.36
22990,9069.29,47.0,179335.64,15530.48,0.0,2963054.51
22991,6384.95,63.0,120265.99,9934.95,701.55,2027917.96
22992,6647.48,63.0,90310.21,10449.77,2790.92,2531772.67
22993,4806.79,142.0,69387.75,11565.11,118769.82,594928.2
22994,3781.29,185.0,819.45,18547.47,0.0,158221.7
22995,3338.5,235.0,44572.16,16651.64,76298.79,237966.83
22996,3761.18,332.0,16576.4,15404.01,0.0,537605.05
22997,2496.53,255.0,29906.81,16294.64,6829.34,55987.43
22998,1270.77,233.0,58112.26,13332.9,191389.24,99412.65
22999,1976.36,268.0,63160.85,6887.73,46989.33,946417.74
23000,5256.27,177.0,64222.87,14585.57,2.0,481672.02
23001,901.71,198.0,28259.6,12425.59,1823.58,185937.82
23002,5950.19,44.0,595090.81,16891.97,4922.78,1493385.23
23003,7489.53,34.0,431616.23,12110.91,0.0,570712.65
23004,307.51,21.0,292119.16,17099.86,7127.55,159033.23
23005,3468.46,85.0,270209.18,3814.33,0.0,473221.5
23006,9006.0,222.0,272889.96,10705.53,452.46,1258341.82
23007,13949.96,204.0,293679.51,16983.5,57299.27,2575430.13
23008,3554.61,170.0,154773.22,25880.36,9975.56,1092818.55
23009,11538.98,178.0,68307.4,17359.46,67606.26,1013716.0
23010,3104.0,117.0,473197.56,18717.37,0.0,524537.45
23011,5256.13,178.0,70598.21,18630.3,101441.17,287853.95
23012,1200.95,142.0,89661.64,14837.59,0.0,384592.97
23013,3211.8,147.0,282817.6,15545.34,6922.29,328344.4
23014,4475.13,99.0,13578.32,16092.57,0.0,670115.39
23015,2233.04,61.0,36268.1,7242.85,0.0,1099731.3
23016,7961.36,43.0,28362.08,8283.19,9906.01,780601.94
23017,8033.39,87.0,30281.57,22288.76,0.0,593447.82
23018,10313.32,124.0,60837.83,11646.69,0.0,967131.21
23019,5005.9,73.0,261368.96,7908.68,0.0,320065.8
23020,3967.12,86.0,212293.53,7329.85,1256.82,1987843.39
23021,952.15,49.0,73765.87,15234.08,45.91,1510569.99
23022,11065.14,77.0,119188.87,6316.09,28363.3,984375.18
23023,5810.6,96.0,17792.48,8506.08,0.0,2686704.36
23024,30263.11,123.0,29789.54,7686.86,0.0,6269506.39
23025,9841.5,78.0,100196.08,1817.83,83066.76,2811740.31
23026,1203.84,95.0,29190.79,12687.14,2851.6,531522.25
23027,5047.71,76.0,52568.37,6327.13,2474.57,1018715.76
23028,3036.79,151.0,358801.25,7281.13,49505.92,2377369.19
23029,4564.61,182.0,613914.25,10430.84,66775.26,4668233.27
23030,7420.21,43.0,66889.45,12698.31,0.0,3219576.48
23031,5750.67,37.0,203724.75,8884.54,0.0,2181420.09
23032,10548.85,47.0,1155717.23,4843.4,0.0,3182189.27
23033,2092.95,15.0,676134.67,9195.05,13341.09,1370819.56
23034,6014.72,27.0,593375.61,6895.1,0.0,2092741.65
23035,4303.09,8.0,564981.84,3556.43,0.0,1524708.23
23036,4166.26,8.0,186312.42,3309.38,0.0,2106106.31
23037,3022.78,38.0,773998.64,5618.91,0.0,647311.95
23038,2948.52,38.0,63454.0,5107.52,0.0,380126.03
23039,6832.75,35.0,8294.61,4297.46,0.0,1033480.14
23040,12253.56,36.0,614999.93,4980.64,26023.32,3130689.4
23041,4003.35,17.0,561662.7,13306.06,69300.88,857053.35
23042,4006.78,14.0,985449.79,13261.52,106450.19,969132.83
23043,4013.58,22.0,256787.41,8617.25,38675.58,1544522.01
23044,4224.93,17.0,40668.46,8007.66,17743.69,1296763.18
23045,4077.8,27.0,228151.07,12744.41,0.0,1091584.26
23046,6658.7,31.0,771105.0,14835.63,246644.37,2036495.33
23047,2243.42,55.0,276228.92,28209.05,3751.57,320961.49
23048,15605.84,16.0,503988.37,11998.1,0.0,3056599.14
23049,5227.97,123.0,72343.41,11274.15,0.0,1446685.41
23050,1663.48,97.0,63796.54,10710.48,6726.71,2342670.93
23051,47.54,138.0,9489.15,12452.74,0.0,837770.18
23052,5747.73,149.0,70770.44,10796.71,10471.03,710740.69
23053,2461.55,140.0,7448.46,17214.75,0.0,1025653.73
23054,1857.4,338.0,3742.52,20865.87,0.0,492147.95
23055,1963.51,312.0,20022.77,17103.45,0.0,403974.9
23056,4386.66,206.0,2727.43,21686.14,85754.86,101751.54
23057,1091.2,247.0,98270.65,5584.56,1019528.37,847109.79
23058,9898.18,86.0,97898.41,15298.6,9930.54,1755384.34
23059,26610.07,166.0,85607.33,10993.56,19866.32,7636571.54
23060,84438.11,157.0,188711.73,1656.07,7336.96,10227529.81
23061,34845.79,148.0,398857.85,8552.71,72007.45,7824593.38
23062,3868.09,210.0,192100.35,11307.32,1654.79,1179127.35
23063,4368.74,530.0,228932.96,10242.06,49516.38,639331.35
23064,4361.84,443.0,265808.73,4102.25,50381.92,762055.07
23065,7252.28,137.0,18457.43,7795.17,0.0,878399.74
23066,3940.03,75.0,30452.49,13203.31,0.0,692004.67
23067,5001.45,32.0,9646.89,18076.54,2829.68,784563.89
23068,2287.65,102.0,3523.04,11451.89,1478.06,986317.39
23069,2035.72,79.0,23422.87,20795.48,0.0,2021583.25
23070,3492.81,92.0,4111.58,8562.74,11795.74,1383264.45
23071,5360.9,41.0,1924.34,7834.64,0.0,1505285.19
23072,10022.8,110.0,34301.71,10368.37,709.15,980773.6
23073,3029.11,58.0,5136.3,3382.32,7526.8,903906.37
23074,3946.84,90.0,365548.31,5185.56,23579.99,1778767.63
23075,1911.73,111.0,367546.13,5988.39,195353.72,1768349.88
23076,6160.63,48.0,61352.89,11820.87,0.0,1989921.46
23077,684.05,19.0,86627.97,14533.85,0.0,971415.72
23078,6422.26,34.0,600471.56,6659.51,2728.37,744251.93
23079,4301.52,27.0,742903.93,5002.38,1271.17,3748460.39
23080,4331.91,14.0,192777.33,0.0,0.0,416829.02
23081,8382.85,19.0,86133.31,4077.56,0.0,451711.37
23082,13567.66,41.0,74956.32,13961.93,2432.55,3156394.85
23083,4210.1,21.0,11802.11,1787.4,0.0,601967.35
23084,4014.38,15.0,88980.25,6651.94,2632.13,1119834.48
23085,11608.14,25.0,34216.32,11965.03,0.0,2079891.19
23086,29955.17,23.0,257170.25,8982.27,0.0,2212981.95
23087,5175.46,14.0,76278.36,15330.12,0.0,1469183.63
23088,2326.53,36.0,18967.06,21393.45,0.0,797622.66
23089,2322.41,30.0,71389.19,4178.42,0.0,1974146.62
23090,3843.08,22.0,34557.27,7495.83,0.0,1143645.74
23091,385.77,30.0,90258.46,3717.36,0.0,824647.89
23092,1403.57,21.0,971.85,7794.72,10227.02,883760.13
23093,14159.41,8.0,520725.49,5485.75,811.49,4849268.12
23094,452.06,7.0,357075.14,28215.12,7679.01,1020013.29
23095,4462.42,23.0,345053.05,22875.56,24833.52,2036801.74
23096,5462.06,33.0,230024.83,11821.03,0.0,790250.66
23097,7733.74,38.0,36004.76,9986.63,0.0,4816524.22
23098,3507.55,84.0,48709.85,10247.09,0.0,1967467.44
23099,720.73,92.0,26705.21,20000.61,1907.4,717261.86
23102,4694.93,71.0,272924.05,20366.05,0.0,1035034.05
23103,2049.87,42.0,71120.11,23479.78,8691.71,374424.72
23104,313.91,142.0,70805.35,19101.12,0.0,654622.82
23105,19040.07,224.0,122043.22,6446.39,1961.9,4885923.15
23106,16900.79,111.0,260455.49,4960.43,16261.74,9694163.31
23107,53316.01,67.0,99345.4,3243.09,16069.63,9844256.67
23108,22740.45,164.0,96261.48,12902.57,42592.95,1099953.74
23109,7963.2,206.0,344447.22,6949.4,16633.11,3555660.41
23110,4692.45,326.0,178681.64,1992.84,15280.98,2869342.47
23111,6716.67,100.0,101546.5,7871.17,6810.54,2239301.5
23112,213.89,56.0,88510.74,7324.55,2494.12,614950.21
23113,2612.68,80.0,9516.71,8500.91,0.0,399648.13
23114,5503.87,156.0,17690.86,11478.29,4608.94,373956.59
23115,5282.64,108.0,5651.52,5682.56,15979.74,512735.93
23116,9647.98,146.0,12316.61,12503.45,36785.36,707337.28
23117,6423.34,65.0,107021.97,13402.59,0.0,3073753.27
23118,5263.58,103.0,203767.07,5415.67,1280.24,1860846.53
23119,9833.39,68.0,109378.59,8584.61,24433.32,1591377.14
23120,5673.27,107.0,45788.5,10670.28,0.0,1257327.64
23121,13138.73,94.0,237043.06,11105.95,11141.22,2817562.57
23122,32857.0,64.0,449453.1,3873.51,33025.37,3046471.59
23123,2810.28,62.0,29975.63,9776.79,0.0,2360735.2
23124,5605.59,49.0,55006.32,11360.77,8187.04,1717575.98
23125,7688.82,23.0,721995.27,17661.93,0.0,1668642.71
23126,3736.65,17.0,1147139.7,13595.94,0.0,1331407.46
23127,2596.26,15.0,320371.32,4377.58,0.0,876038.64
23128,1515.64,65.0,11401.71,395.99,6899.36,2100719.75
23129,2322.2,35.0,53049.27,8816.11,0.0,1155305.84
23130,5752.62,34.0,11100.47,9909.37,0.0,741164.85
23131,4535.4,24.0,47472.02,5684.83,736.27,1137997.61
23132,1746.91,28.0,108970.31,6432.75,0.0,556457.39
23133,5860.83,49.0,704180.66,6320.43,0.0,543865.53
23134,1269.06,33.0,98487.16,8732.56,0.0,613400.65
23135,4910.86,25.0,16125.9,7076.38,0.0,1690344.6
23136,1149.99,38.0,203640.9,10882.49,19345.72,1483825.5
23137,1090.97,46.0,4808.66,4895.54,0.0,1271941.17
23138,27118.74,25.0,230701.99,5542.3,9844.82,3804884.16
23139,7896.73,30.0,172120.82,10466.59,0.0,4989315.6
23140,3613.51,40.0,77541.99,13517.03,0.0,1015934.07
23141,4818.07,53.0,32043.8,7742.64,0.0,834046.32
23142,8894.85,202.0,624.74,19541.49,37754.01,313451.96
23143,6051.82,297.0,46441.59,16124.78,3001.69,800333.4
23144,3721.26,155.0,157974.29,13554.08,23691.54,2978773.87
23145,2371.49,133.0,12503.11,13460.55,93541.19,92420.31
23146,7085.88,158.0,38667.74,10045.31,1.0,735461.24
23147,2446.19,137.0,48737.68,13746.31,0.0,380183.78
23148,2400.75,150.0,29446.26,17646.76,0.0,497057.66
23149,4762.74,320.0,63620.58,13352.74,4058.06,572265.01
23150,3462.28,143.0,5350.85,15420.42,10.99,5700935.79
23151,32436.37,106.0,680436.25,15706.56,9051.98,4626534.79
23152,9737.12,93.0,619740.86,13276.87,36225.36,4984888.29
23153,6594.82,110.0,243109.54,3144.09,4674.12,2347583.44
23154,16146.11,134.0,330191.14,10856.26,36928.52,3659453.71
23155,93.33,167.0,220222.4,12177.03,21471.44,612238.31
23156,1578.85,404.0,245684.1,5878.11,23366.54,593408.44
23157,2451.27,95.0,13774.09,18435.3,3277.92,489030.05
23158,5525.06,80.0,79037.21,16946.8,1536.76,669580.1
23159,6385.45,66.0,11359.85,8703.11,6687.83,413050.63
23160,816.6,111.0,54058.43,7196.4,1.0,538466.0
23161,8857.64,125.0,95542.11,3914.51,16290.92,715670.08
23162,5014.97,224.0,2902.7,12401.45,0.0,577036.2
23163,8698.48,47.0,816.15,13935.66,0.0,696310.64
23164,3511.61,69.0,18417.87,15068.66,769.92,1361576.98
23165,4846.12,60.0,15916.35,17156.58,13605.58,1397844.18
23166,4253.29,41.0,443504.93,774.1,24138.88,2772535.86
23167,6060.98,16.0,315511.19,5380.54,53964.22,2548919.34
23168,4429.04,32.0,160791.35,12714.36,9698.64,1116009.58
23169,5006.49,21.0,8583.28,18344.06,1998.5,708562.5
23170,21641.58,16.0,809618.91,11212.46,71681.81,4830223.28
23171,11321.08,16.0,330794.97,18749.65,0.0,2553890.32
23172,1720.54,42.0,97142.85,8735.03,0.0,738884.75
23173,1983.19,53.0,59300.57,304.02,0.0,2073890.56
23174,4593.86,32.0,260813.01,2198.45,0.0,1372813.16
23175,4166.81,51.0,66654.38,6533.21,0.0,1219883.67
23176,6862.84,46.0,159543.97,6393.4,0.0,506421.26
23177,811.37,46.0,743593.24,6127.31,0.0,333451.48
23178,285.15,31.0,11600.83,4889.79,0.0,946608.96
23179,4865.96,32.0,206245.77,3584.97,4825.46,1257729.55
23180,3767.9,24.0,54677.47,11301.36,0.0,923187.96
23181,3503.41,43.0,27458.87,10290.54,0.0,1104920.78
23182,4143.93,22.0,112916.58,12428.11,0.0,1636637.02
23183,706.65,44.0,969450.64,6912.03,0.0,1086267.66
23184,54.68,34.0,35396.74,11238.03,0.0,1087155.23
23185,9563.2,35.0,27419.61,23075.33,0.0,1262295.79
23186,1215.53,91.0,733038.5,9771.81,15392.94,1509099.06
23188,4859.44,376.0,3787.1,14487.04,795387.68,142843.65
23189,4206.79,276.0,56321.11,15024.15,20886.45,1193302.74
23190,1196.7,419.0,76719.09,18997.57,2478.09,388026.41
23191,4735.14,142.0,95157.19,12738.9,0.0,746952.36
23192,748.12,184.0,89839.68,9000.79,8481.71,346105.52
23193,3251.43,137.0,194645.34,11229.22,1.0,380432.52
23194,8351.01,186.0,94604.66,13060.15,2018.13,93735.25
23195,1256.6,145.0,80789.66,17031.81,18766.65,441926.46
23196,1073.07,136.0,178607.06,16001.84,26254.77,958453.66
23197,5312.82,299.0,161228.67,14547.54,91715.37,1701013.6
23198,5863.82,135.0,681037.94,11588.03,0.0,854151.01
23199,12996.31,168.0,770973.27,11346.91,20127.75,2061893.0
23200,11373.07,369.0,336933.45,8561.67,10304.94,944482.41
23201,2427.14,124.0,300.03,25586.8,10.99,195509.89
23202,4464.19,119.0,92760.52,15400.4,26528.16,847503.17
23203,7452.46,43.0,60875.94,9898.02,17236.34,697774.11
23204,5236.47,46.0,208819.55,8028.06,0.0,568352.86
23205,3052.61,36.0,11015.51,7906.64,17819.75,828830.34
23206,2329.7,87.0,41755.58,15549.61,13939.44,589620.75
23207,4550.37,145.0,15678.28,14178.25,3874.39,892288.03
23208,1832.59,25.0,27186.72,11024.55,0.0,748933.27
23209,8746.87,69.0,111323.35,10065.24,6809.46,751882.83
23210,2321.77,41.0,44598.43,10343.91,2334.24,675268.23
23211,1156.1,34.0,144015.96,5934.27,0.0,932528.58
23212,5980.24,18.0,46742.11,5678.25,0.0,631021.55
23213,2261.15,33.0,4567.31,6288.72,5830.84,951895.08
23214,236.12,38.0,123049.78,8297.33,68465.4,773594.99
23215,4738.5,37.0,735794.85,3980.96,15784.31,1080340.43
23216,871.78,20.0,635921.24,5696.29,40921.99,1412061.72
23217,6341.39,33.0,8035.26,12594.24,0.0,666755.94
23218,5393.29,57.0,6126.28,8069.47,0.0,916926.29
23219,4705.75,46.0,347.13,9360.85,0.0,537942.21
23220,4185.09,52.0,3224.38,1773.04,0.0,941940.79
23221,6759.08,29.0,818.56,0.0,2956.19,731090.43
23222,4852.44,79.0,182802.07,1069.77,3766.23,1189927.68
23223,4174.36,16.0,154882.78,12100.25,0.0,1053481.48
23224,4209.0,43.0,548956.06,14391.51,1.0,1037611.28
23225,2608.7,59.0,701759.68,3826.01,0.0,370106.39
23226,1189.75,28.0,55211.04,8046.46,0.0,1088238.69
23227,2560.12,36.0,172632.65,5711.61,0.0,776759.56
23228,4162.81,32.0,54581.91,9088.91,0.0,453847.97
23229,4912.42,39.0,67486.15,7905.53,0.0,1143697.59
23230,8795.64,59.0,34570.49,8520.34,0.0,1159371.04
23231,5602.96,46.0,26605.02,11782.69,0.0,727866.33
23232,7770.54,27.0,432181.06,12132.86,51346.64,2254029.38
23233,5027.45,27.0,327584.7,20860.48,0.0,1369643.89
23234,2323.3,42.0,72451.28,13441.57,5806.23,1990269.44
23235,7149.96,203.0,68019.42,19585.27,31225.71,814434.82
23236,302.33,367.0,38950.88,18753.74,2610616.16,288329.44
23237,4573.2,166.0,101689.61,12382.78,56430.06,1315566.59
23238,1678.09,296.0,106058.33,15591.43,2249.39,585326.79
23239,2715.54,250.0,43780.87,11818.97,80290.79,1163097.26
23240,5290.42,230.0,136112.74,11677.68,27.98,1118115.58
23241,3037.25,432.0,91759.74,18573.57,52.96,455012.56
23242,3570.41,404.0,104754.03,11639.14,110121.69,900826.76
23243,3824.87,207.0,222605.18,16339.26,13034.56,1808444.68
23244,178.83,271.0,31490.44,11385.64,20.98,465019.52
23245,6012.6,387.0,302207.69,12669.5,85725.12,446763.18
23246,5959.17,98.0,576180.87,8347.77,3848.63,691720.64
23247,2982.34,65.0,1770190.94,236.53,10262.87,472399.52
23248,2502.82,52.0,133362.15,2578.01,161167.51,992325.33
23249,4201.46,96.0,288180.54,6549.92,0.0,1178346.44
23250,15410.13,65.0,289160.9,5856.4,0.0,5294553.02
23251,6948.64,78.0,414369.42,10768.59,173.37,532801.99
23252,3495.45,52.0,424964.69,11031.26,7002.02,896823.85
23253,4166.36,90.0,134469.64,11372.99,2445.38,773262.33
23255,7430.65,80.0,20920.11,9464.89,273.25,1913274.61
23256,7177.6,87.0,8683.42,2967.66,4.0,660734.09
23257,6096.04,56.0,17289.03,3926.97,7605.03,748013.7
23258,2127.8,55.0,265.36,2566.41,0.0,432037.41
23259,3504.5,24.0,4692.54,0.0,0.0,199296.59
23260,4899.61,31.0,1224.92,493.1,86656.3,767735.19
23261,2479.94,35.0,18747.62,4807.3,0.0,757085.04
23262,3124.96,58.0,10390.62,1092.94,0.0,1231860.2
23263,11632.55,30.0,77514.9,2752.92,0.0,810000.46
23264,5212.18,29.0,695402.18,4803.58,20915.16,1333875.84
23265,13273.2,70.0,268339.12,10708.78,524.49,3077923.25
23266,4540.04,55.0,54341.34,13418.16,0.0,512896.68
23267,5158.78,52.0,10651.19,4401.96,1566.16,635097.06
23268,7033.83,94.0,114930.74,3044.68,6137.0,648808.05
23269,156.98,34.0,11096.6,2258.34,0.0,637685.17
23270,10252.41,21.0,251924.86,18654.58,0.0,865193.9
23271,1378.98,20.0,345757.46,7450.4,4805.47,328285.47
23272,8996.8,63.0,163819.3,10316.66,0.0,858838.53
23273,4956.03,71.0,372062.64,14456.19,1467.5,1143352.42
23274,524.19,89.0,120777.57,13954.27,0.0,664106.86
23275,4426.6,29.0,104358.0,10499.07,0.0,1301008.49
23276,3677.05,38.0,344931.29,12374.37,0.0,836780.4
23277,5911.19,49.0,43052.69,15375.55,0.0,1743665.04
23278,5272.11,63.0,53160.15,13121.61,5176.38,962356.99
23279,634.98,125.0,264526.41,9112.05,11670.94,1172854.84
23280,1705.58,106.0,38838.1,9772.98,0.0,1205591.84
23281,8264.6,35.0,296260.21,8926.08,3329.54,3936865.02
23282,1044.63,48.0,118286.64,18053.61,0.0,614658.36
23283,3820.78,44.0,163630.94,13127.52,0.0,1051804.64
23284,4292.54,120.0,174586.31,9324.7,42117.66,2729848.16
23285,3489.38,193.0,59963.95,12406.04,9455.98,692085.21
23286,971.98,314.0,384970.5,20957.39,15152.41,351956.24
23287,5280.23,222.0,2031.64,15390.44,41.97,237736.63
23288,7258.95,271.0,142154.71,18030.3,3886.94,323356.27
23289,1538.28,304.0,794.65,14769.88,70663.82,778550.55
23290,503.75,289.0,38607.17,13056.79,151122.48,191524.08
23291,5900.91,338.0,339538.37,12510.18,84138.23,1136760.32
23292,4854.21,232.0,354187.51,10076.31,40978.69,861751.2
23293,1966.96,191.0,475016.44,11046.24,95236.93,1229544.55
23294,6009.37,284.0,544475.7,9192.86,102646.99,2691235.25
23295,14486.73,151.0,1403537.62,4023.09,977021.5,3806423.09
23296,5011.88,67.0,7657718.54,3055.86,241310.94,3211806.22
23297,5279.16,66.0,1578381.2,1846.51,89322.63,335381.72
23298,4221.8,90.0,182442.11,4815.71,0.0,575754.13
23299,3252.32,45.0,167744.24,6847.24,0.0,1111252.4
23300,4582.43,38.0,54366.37,829.55,2250.53,1100341.06
23301,4987.96,60.0,981460.9,6283.35,0.0,997235.24
23302,8039.68,53.0,865491.62,11554.77,18764.01,2449072.81
23303,14151.51,95.0,252376.05,5815.0,0.0,2089458.33
23304,4206.67,47.0,392042.15,6341.3,0.0,574683.69
23305,3762.13,40.0,353403.26,7080.66,3569.86,752377.74
23306,746.39,87.0,186645.33,1323.37,0.0,545513.47
23307,4860.12,79.0,10396.4,13848.81,3250.8,771314.07
23308,658.3,24.0,1452.62,833.05,2725.78,602272.85
23309,7459.71,44.0,17113.59,5129.12,0.0,1181386.51
23310,4938.11,62.0,6714.0,7897.29,117179.36,661515.65
